183,864
338,576
774,574
527,586
320,398
913,422
235,306
641,854
431,520
355,735
672,462
991,998
190,327
319,581
891,975
745,947
752,457
294,609
489,738
155,562
853,286
799,407
19,209
464,852
79,59
624,644
25,498
689,229
596,735
943,650
927,737
291,656
795,356
727,157
633,485
915,292
615,192
14,686
738,330
386,62
702,56
817,334
622,534
519,271
188,489
474,129
297,840
858,17
287,35
580,711
514,60
663,25
374,135
305,64
457,341
969,848
814,279
823,117
207,982
479,30
850,164
488,480
785,624
574,277
50,798
140,904
749,86
756,58
456,204
172,421
980,689
420,151
777,315
502,112
367,481
340,848
191,348
135,335
564,941
490,965
496,566
951,219
305,995
349,88
798,186
756,833
290,265
600,604
831,282
211,238
577,160
584,792
227,125
464,333
68,865
669,155
22,449
51,798
617,873
142,553
624,476
852,142
754,99
450,42
961,481
486,410
187,308
907,183
220,152
708,648
324,123
860,986
431,252
703,636
273,809
551,782
63,624
99,966
82,872
6,909
976,634
772,507
715,235
129,243
503,887
980,77
113,739
426,476
807,231
676,424
838,776
438,213
486,124
955,731
794,80
336,488
577,806
143,558
482,785
710,794
328,182
473,714
87,52
864,820
938,558
241,485
931,983
126,858
82,95
558,666
361,512
443,745
775,178
999,572
777,920
198,258
557,549
413,663
86,727
641,680
99,166
793,605
665,534
286,258
668,129
305,109
508,670
771,978
6,418
282,918
630,777
436,734
786,970
729,325
973,765
944,380
708,822
194,116
85,86
263,76
707,87
772,511
493,226
140,454
810,547
785,251
595,855
37,278
453,623
539,653
584,754
234,162
900,823
332,75
827,408
577,584
25,705
703,74
138,162
66,816
146,529
898,401
816,634
182,119
126,246
170,700
218,572
684,258
250,807
258,858
259,442
918,568
20,273
48,622
396,985
86,222
39,560
849,888
938,468
459,306
869,521
996,936
473,428
134,43
671,778
981,925
278,273
574,350
936,78
155,969
129,650
503,784
267,450
868,914
188,601
91,536
467,307
631,745
617,963
506,596
293,293
492,622
544,928
254,923
852,725
301,338
637,505
99,807
6,869
97,414
810,228
247,973
341,566
121,738
602,600
907,637
547,529
58,217
95,666
681,425
421,434
179,159
22,765
542,719
513,645
5,292
9,762
198,244
114,512
215,763
166,22
606,953
397,897
168,395
738,946
914,791
929,63
718,185
759,471
389,515
805,624
164,805
603,14
196,618
132,899
747,557
210,443
399,932
119,362
873,809
471,519
955,883
30,908
256,231
39,485
927,510
987,987
947,385
474,409
915,513
645,486
436,471
858,696
792,855
595,841
450,630
749,973
26,663
772,892
802,277
37,788
421,738
232,404
613,45
812,19
450,939
708,770
421,604
459,406
720,421
855,530
710,920
549,174
365,928
638,928
663,883
242,432
540,951
628,244
128,393
298,986
37,638
382,808
577,473
299,116
552,971
280,696
355,355
385,781
707,348
444,260
276,600
932,542
572,211
170,205
72,866
690,163
316,117
604,205
793,365
882,860
902,71
356,658
258,356
640,107
519,85
741,164
270,932
658,772
141,576
322,237
106,705
523,55
331,95
953,117
65,929
251,26
353,864
305,907
711,544
964,722
321,334
431,514
681,849
87,509
768,51
654,233
781,24
30,640
958,190
708,831
603,726
100,57
880,157
492,650
625,554
825,699
981,449
41,712
614,860
401,67
595,771
984,128
313,199
579,590
915,262
542,161
447,488
576,266
266,697
644,26
981,869
278,608
805,648
873,40
78,243
733,790
146,378
257,52
331,179
633,12
488,236
802,260
429,362
610,946
329,84
121,413
461,375
515,23
748,366
913,545
528,664
409,376
982,320
614,384
542,297
231,444
800,464
300,415
347,915
476,784
121,585
825,130
569,672
113,190
327,790
547,578
121,410
629,590
407,405
246,480
562,368
90,383
27,963
106,943
891,904
540,226
243,286
959,90
485,410
485,820
673,736
667,942
588,474
676,8
267,347
973,950
629,776
975,476
116,777
784,107
774,151
585,319
775,532
518,157
577,808
711,325
821,111
575,469
557,461
313,499
779,611
759,543
687,786
921,63
386,122
534,863
595,759
374,318
128,89
330,563
65,36
853,944
476,965
555,340
794,674
805,273
642,86
70,663
922,253
237,362
411,507
943,635
869,321
19,65
438,135
151,4
717,986
391,919
618,643
105,316
721,213
985,56
856,686
33,465
180,510
268,346
161,587
834,767
823,15
789,639
848,268
922,475
45,578
885,708
279,300
151,506
595,848
591,191
932,233
969,634
771,723
395,813
852,553
720,886
902,632
556,926
935,188
712,673
629,957
192,247
979,97
284,997
479,51
27,150
272,963
192,309
376,485
84,189
481,582
462,514
612,499
726,387
286,9
540,361
377,141
135,472
872,360
298,264
150,389
380,215
255,289
691,236
886,59
548,104
356,560
626,850
852,585
167,457
617,323
174,906
706,650
373,43
952,927
835,147
820,312
799,90
500,323
298,954
337,12
645,666
150,548
812,787
584,321
114,566
395,672
945,780
184,789
301,548
886,366
611,854
760,429
754,978
91,162
612,648
185,770
869,371
246,872
43,584
802,463
433,30
932,341
255,352
193,847
792,355
643,555
307,78
116,241
134,296
481,846
337,74
879,303
215,883
924,478
66,602
411,608
320,918
838,370
134,512
163,816
561,543
140,882
518,568
291,490
835,511
594,787
814,853
621,695
261,764
724,72
815,76
408,590
783,580
282,104
822,722
981,707
584,298
601,309
854,440
602,72
969,583
626,484
315,176
267,197
905,851
335,455
195,443
888,330
634,564
456,354
715,656
961,855
840,444
741,646
789,12
18,672
765,797
361,243
667,615
833,149
279,517
527,813
485,808
73,688
721,31
423,602
722,388
471,689
105,338
817,509
472,181
65,897
138,831
997,903
249,538
878,168
889,454
959,582
605,193
378,257
462,601
322,135
829,312
839,798
828,979
417,730
567,834
287,375
419,293
371,101
180,502
820,832
311,534
766,287
691,44
469,185
621,598
715,223
615,149
471,285
560,893
568,16
27,437
250,697
465,619
696,845
194,527
401,263
485,673
865,934
998,621
961,112
650,21
302,278
29,178
126,947
770,789
443,404
594,660
937,125
944,546
243,544
690,324
843,612
910,757
187,149
682,316
341,258
489,156
168,740
188,264
910,752
195,211
721,339
428,127
677,287
312,523
195,207
135,505
347,30
512,918
326,404
139,728
62,215
856,842
155,727
752,959
931,270
639,290
488,587
667,892
444,732
474,213
667,109
581,406
960,804
249,850
249,809
683,10
786,86
485,379
481,73
542,56
742,929
96,499
480,203
405,436
329,911
671,59
195,936
97,478
841,168
399,285
900,15
769,45
886,649
20,626
755,715
917,622
418,465
49,388
257,929
741,694
815,564
419,12
268,116
738,208
655,39
762,0
397,31
425,936
773,219
984,291
216,792
766,209
155,61
107,885
272,3
921,341
485,479
908,764
829,262
509,541
157,376
286,133
860,968
929,173
196,26
498,817
258,586
454,801
158,517
75,502
297,820
612,319
407,813
687,643
422,139
704,359
112,808
780,952
579,922
762,856
237,693
331,522
232,709
214,196
783,977
924,35
834,517
11,963
820,804
484,522
531,300
993,666
681,47
189,426
825,766
607,210
429,239
727,426
542,456
455,417
887,291
53,782
958,637
237,975
144,450
335,624
877,481
110,371
226,360
626,194
279,34
408,934
648,823
789,349
996,907
500,431
766,583
373,418
102,307
108,432
636,430
463,810
147,427
461,151
886,443
604,878
980,363
16,72
3,456
755,477
779,806
928,587
176,628
422,96
964,979
60,343
687,473
467,204
683,933
475,755
404,74
597,823
80,680
1,513
921,886
216,454
809,180
0,235
498,161
970,263
882,586
249,30
47,539
433,817
219,371
952,267
448,24
798,879
372,453
726,514
798,834
911,200
389,744
426,285
617,777
165,893
927,116
908,252
589,602
171,361
5,209
997,52
632,279
960,759
409,468
905,765
888,323
311,913
106,599
45,421
906,116
592,409
782,854
179,945
913,994
101,857
665,33
337,650
838,449
134,118
62,329
495,827
638,179
442,408
272,691
172,985
700,455
945,529
480,977
76,861
751,654
13,408
470,856
687,730
558,785
578,797
639,485
865,881
282,483
677,166
97,806
586,692
979,951
967,137
414,951
718,652
298,268
110,160
980,615
582,872
798,742
178,564
780,44
532,699
675,709
826,434
601,638
518,312
227,113
565,334
600,612
286,652
106,693
203,201
923,263
107,539
166,756
459,370
292,98
383,798
566,540
827,789
956,753
68,878
160,310
134,786
82,47
5,383
226,246
279,990
184,53
500,156
379,805
961,400
753,425
826,712
442,819
41,501
695,254
770,557
908,920
729,157
359,605
115,741
51,807
859,573
503,50
894,91
971,84
195,979
480,50
633,76
503,726
996,457
222,845
314,230
689,121
334,867
833,210
839,460
455,277
246,550
408,444
701,240
276,551
638,844
239,887
514,685
896,255
528,992
238,314
71,262
769,583
800,566
507,628
226,481
662,592
125,139
459,758
311,823
699,936
482,689
303,3
706,723
958,117
543,751
791,764
744,32
364,20
713,430
835,63
615,987
540,707
243,857
515,210
559,786
745,618
310,498
767,732
271,637
547,436
86,263
551,314
12,544
647,110
294,829
718,538
485,152
570,616
129,907
794,879
212,801
811,883
220,889
434,190
221,836
442,779
356,715
490,754
825,868
360,558
634,118
219,261
176,951
441,119
575,415
558,919
891,383
261,391
958,311
284,381
794,665
976,921
211,7
230,441
49,462
821,578
264,854
60,600
374,608
682,115
246,219
983,9
55,202
19,287
718,745
251,720
196,817
45,327
690,684
755,401
366,726
986,506
969,470
45,330
134,601
288,562
958,426
796,822
853,837
378,466
837,61
182,821
501,453
336,225
298,38
378,907
369,32
271,37
359,520
108,884
980,768
346,256
913,170
44,62
566,775
438,79
123,167
943,466
359,115
881,488
350,458
533,366
639,536
80,526
661,103
645,566
285,718
432,550
588,463
307,917
191,824
108,421
590,880
668,642
162,711
956,959
983,494
923,86
644,474
952,848
441,944
736,326
68,255
89,603
833,767
961,902
253,841
17,535
992,771
429,519
842,722
182,106
557,90
599,157
756,233
475,367
228,748
784,400
23,843
11,141
440,784
834,395
230,306
5,430
465,804
125,548
211,120
791,242
366,10
530,667
305,710
554,682
280,82
644,910
694,827
191,201
497,618
173,510
822,822
701,846
933,680
480,263
90,71
76,96
647,911
649,214
847,488
397,779
525,243
153,558
674,384
150,69
679,705
669,75
677,270
10,789
948,501
509,390
430,742
869,413
734,725
39,341
994,615
359,24
431,8
292,452
286,168
753,690
731,910
857,252
844,864
612,750
813,50
801,519
621,189
501,924
780,534
791,573
717,983
327,923
621,849
636,171
930,149
83,826
268,806
694,321
49,906
505,194
110,865
67,943
529,416
319,13
148,231
915,914
684,795
388,161
397,248
499,675
814,533
59,97
275,415
822,371
951,876
107,215
952,224
383,894
773,47
732,305
655,587
827,131
944,93
889,619
629,199
250,39
316,757
56,125
30,909
657,499
128,113
66,131
297,52
99,533
519,826
789,900
869,79
650,887
743,472
228,936
987,855
93,422
857,996
54,945
294,661
457,533
169,163
646,425
140,51
160,545
499,727
87,913
678,330
318,982
567,334
250,864
212,144
711,849
985,874
79,703
890,183
594,998
155,366
631,154
282,24
378,402
959,267
829,30
796,277
472,665
942,237
477,178
267,633
975,850
362,131
151,971
804,831
358,47
90,996
865,932
478,503
891,469
256,683
222,318
138,294
817,486
145,249
481,531
38,967
298,248
697,789
559,894
712,234
684,697
192,35
606,744
645,274
353,855
662,863
948,545
824,643
457,756
589,191
695,287
372,283
805,165
675,787
127,319
253,411
478,243
867,463
359,862
592,181
156,993
35,148
990,27
14,107
822,527
83,611
89,886
590,727
663,860
453,595
732,259
193,197
640,88
916,952
462,493
982,652
40,573
716,895
924,519
913,128
221,830
89,968
738,711
477,968
490,372
220,996
688,115
777,827
466,967
672,864
319,232
875,873
27,790
958,984
218,453
552,525
700,635
354,606
112,600
895,582
575,142
108,214
921,400
338,310
379,699
375,465
615,133
661,560
377,255
282,107
86,950
842,679
390,859
412,356
33,989
697,802
762,191
745,255
757,205
79,580
228,971
23,546
927,745
122,938
36,957
198,13
839,457
678,272
365,654
470,275
907,67
345,825
63,652
456,566
64,878
310,621
2,191
426,387
9,51
653,768
1,155
404,704
402,784
635,806
403,820
991,388
573,775
230,116
645,71
988,637
841,129
175,546
76,93
381,591
464,609
574,112
224,50
178,944
248,788
110,819
267,255
424,694
972,39
227,26
517,50
562,92
137,138
98,578
934,684
635,590
62,191
640,745
761,288
451,736
647,715
604,592
329,762
325,737
29,783
702,250
867,166
719,674
94,568
776,403
766,688
868,946
958,527
200,20
803,502
779,565
591,908
850,11
754,253
912,528
813,893
820,767
366,930
677,25
273,28
576,56
560,9
428,713
322,188
167,421
984,579
330,310
612,735
292,79
695,943
104,946
276,556
877,600
897,412
619,299
544,0
691,350
338,564
89,941
405,847
348,107
104,337
789,395
385,830
63,849
692,188
616,32
752,25
282,692
338,225
161,914
324,583
144,118
753,500
858,749
73,403
833,914
517,593
964,323
873,435
903,900
295,96
704,220
784,943
182,168
435,847
279,804
962,147
718,876
364,610
749,157
942,782
354,937
242,779
575,55
828,342
858,156
172,810
717,849
276,530
473,992
136,453
917,196
554,547
968,880
207,779
369,945
418,540
887,998
485,617
263,777
34,605
103,802
592,962
143,360
196,52
46,600
768,146
398,601
678,784
634,57
780,345
878,887
373,162
626,256
919,84
46,992
452,820
811,710
220,800
939,32
552,142
708,969
638,467
680,307
144,173
977,251
675,54
832,135
607,274
814,532
618,614
724,285
394,123
59,353
551,755
640,945
661,539
42,602
526,354
960,853
755,200
554,245
699,888
249,708
598,951
91,658
229,819
925,479
213,327
750,738
429,31
971,221
668,420
761,375
246,906
792,430
989,944
848,820
792,755
192,748
611,498
476,22
272,221
221,512
278,673
768,636
931,415
233,226
401,798
133,30
489,18
422,623
164,161
350,124
380,643
365,47
34,555
459,111
127,965
